BusinessEntityID;PersonType;Title;FirstName;LastName;EmailPromotion
63;EM;NULL;Maciej;Dusza;0
64;EM;NULL;Michael;Zwilling;1
65;EM;NULL;Randy;Reeves;0
66;EM;NULL;Karan;Khanna;1
67;EM;NULL;Jay;Adams;0
68;EM;NULL;Charles;Fitzgerald;2
69;EM;NULL;Steve;Masters;1
70;EM;NULL;David;Ortiz;0
71;EM;NULL;Michael;Ray;2
72;EM;NULL;Steven;Selikoff;2
73;EM;NULL;Carole;Poland;2
74;EM;NULL;Bjorn;Rettig;1
75;EM;NULL;Michiko;Osada;0
76;EM;NULL;Carol;Philips;2
77;EM;NULL;Merav;Netz;0
78;EM;NULL;Reuben;D'sa;2
79;EM;NULL;Eric;Brown;0
80;EM;NULL;Sandeep;Kaliyath;2
81;EM;NULL;Mihail;Frintu;0
82;EM;NULL;Jack;Creasey;0
83;EM;NULL;Patrick;Cook;0
84;EM;NULL;Frank;Martinez;1
85;EM;NULL;Brian;Goldstein;0
86;EM;NULL;Ryan;Cornelsen;2
87;EM;NULL;Cristian;Petculescu;1
88;EM;NULL;Betsy;Stadick;0
89;EM;NULL;Patrick;Wedge;0
90;EM;NULL;Danielle;Tiedt;1
91;EM;NULL;Kimberly;Zimmerman;0
92;EM;NULL;Tom;Vande Velde;0
93;EM;NULL;Kok-Ho;Loh;2
94;EM;NULL;Russell;Hunter;1
95;EM;NULL;Jim;Scardelis;2
96;EM;NULL;Elizabeth;Keyser;0
97;EM;NULL;Mandar;Samant;0
98;EM;NULL;Sameer;Tejani;0
99;EM;NULL;Nuan;Yu;0
100;EM;NULL;Lolan;Song;1
101;EM;NULL;Houman;Pournasseh;2
102;EM;NULL;Zheng;Mu;0
103;EM;NULL;Ebru;Ersan;2
104;EM;NULL;Mary;Baker;2
105;EM;NULL;Kevin;Homer;0
106;EM;NULL;John;Kane;1
107;EM;NULL;Christopher;Hill;0
108;EM;NULL;Jinghao;Liu;0
109;EM;NULL;Alice;Ciccu;1
110;EM;NULL;Jun;Cao;0
111;EM;NULL;Suroor;Fatima;0
112;EM;NULL;John;Evans;1
113;EM;NULL;Linda;Moschell;1
114;EM;NULL;Mindaugas;Krapauskas;1
115;EM;NULL;Angela;Barbariol;2
116;EM;NULL;Michael;Patten;0
117;EM;NULL;Chad;Niswonger;1
118;EM;NULL;Don;Hall;0
119;EM;NULL;Michael;Entin;1
120;EM;NULL;Kitti;Lertpiriyasuwat;0
121;EM;NULL;Pilar;Ackerman;0
122;EM;NULL;Susan;Eaton;2
123;EM;NULL;Vamsi;Kuppa;0
124;EM;NULL;Kim;Ralls;2
125;EM;NULL;Matthias;Berndt;0
126;EM;NULL;Jimmy;Bischoff;0
127;EM;NULL;David;Hamilton;1
128;EM;NULL;Paul;Komosinski;2
129;EM;NULL;Gary;Yukish;0
130;EM;NULL;Rob;Caron;0
131;EM;NULL;Baris;Cetinok;2
132;EM;NULL;Nicole;Holliday;0
133;EM;NULL;Michael;Rothkugel;2
134;EM;NULL;Eric;Gubbels;2
135;EM;NULL;Ivo;Salmre;0
136;EM;NULL;Sylvester;Valdez;0
137;EM;NULL;Anibal;Sousa;0
138;EM;NULL;Samantha;Smith;0
139;EM;Mr.;Hung-Fu;Ting;0
140;EM;NULL;Prasanna;Samarawickrama;1
141;EM;NULL;Min;Su;0
142;EM;NULL;Olinda;Turner;0
143;EM;NULL;Krishna;Sunkammurali;2
144;EM;NULL;Paul;Singh;2
145;EM;NULL;Cynthia;Randall;0
146;EM;NULL;Jian Shuo;Wang;0
147;EM;NULL;Sandra;Reátegui Alayo;0
148;EM;NULL;Jason;Watters;0
149;EM;NULL;Andy;Ruth;1
150;EM;NULL;Michael;Vanderhyde;2
151;EM;NULL;Rostislav;Shabalin;2
152;EM;NULL;Yuhong;Li;1
153;EM;NULL;Hanying;Feng;0
154;EM;NULL;Raymond;Sam;0
155;EM;NULL;Fadi;Fakhouri;2
156;EM;NULL;Lane;Sacksteder;1
157;EM;NULL;Linda;Randall;0
158;EM;NULL;Shelley;Dyck;0
159;EM;NULL;Terrence;Earls;1
160;EM;NULL;Jeff;Hay;1
161;EM;NULL;Kirk;Koenigsbauer;1
162;EM;NULL;Laura;Steele;0
163;EM;NULL;Alex;Nayberg;1
164;EM;NULL;Andrew;Cencini;0
165;EM;NULL;Chris;Preston;0
166;EM;NULL;Jack;Richins;0
167;EM;NULL;David;Johnson;0
168;EM;NULL;Garrett;Young;2
169;EM;NULL;Susan;Metters;1
170;EM;NULL;George;Li;0
171;EM;NULL;David;Yalovsky;1
172;EM;NULL;Marc;Ingle;2
173;EM;NULL;Eugene;Zabokritski;0
174;EM;NULL;Benjamin;Martin;2
175;EM;NULL;Reed;Koch;0
176;EM;NULL;David;Lawrence;0
177;EM;NULL;Russell;King;0
178;EM;NULL;John;Frum;2
179;EM;NULL;Jan;Miksovsky;0
180;EM;NULL;Katie;McAskill-White;2
181;EM;NULL;Michael;Hines;0
182;EM;NULL;Nitin;Mirchandani;0
183;EM;NULL;Barbara;Decker;0
184;EM;NULL;John;Chen;2
185;EM;NULL;Stefen;Hesse;1
186;EM;NULL;Shane;Kim;2
187;EM;NULL;Yvonne;McKay;0
188;EM;NULL;Douglas;Hite;1
189;EM;NULL;Janeth;Esteves;1
190;EM;NULL;Robert;Rounthwaite;0
191;EM;NULL;Lionel;Penuchot;1
192;EM;NULL;Brenda;Diaz;1
193;EM;NULL;Alejandro;McGuel;0
194;EM;NULL;Fred;Northup;0
195;EM;NULL;Kevin;Liu;2
196;EM;NULL;Shammi;Mohamed;0
197;EM;NULL;Rajesh;Patel;1
198;EM;NULL;Lorraine;Nay;1
199;EM;NULL;Paula;Nartker;1
200;EM;NULL;Frank;Lee;0
201;EM;NULL;Brian;Lloyd;0
202;EM;NULL;Tawana;Nusbaum;0
203;EM;NULL;Ken;Myer;1
204;EM;NULL;Gabe;Mares;0
205;EM;NULL;Lori;Kane;0
206;EM;NULL;Stuart;Munson;2
207;EM;NULL;Greg;Alderson;0
208;EM;NULL;Scott;Gode;0
209;EM;NULL;Kathie;Flood;0
210;EM;NULL;Belinda;Newman;2
211;EM;NULL;Hazem;Abolrous;0
212;EM;NULL;Peng;Wu;2
213;EM;NULL;Sootha;Charncherngkha;0
214;EM;NULL;Andreas;Berglund;0
215;EM;NULL;Mark;Harrington;0
216;EM;NULL;Sean;Alexander;2
217;EM;NULL;Zainal;Arifin;1
218;EM;NULL;Tengiz;Kharatishvili;1
219;EM;NULL;Sean;Chai;0
220;EM;NULL;Karen;Berge;0
221;EM;NULL;Chris;Norred;0
222;EM;NULL;A. Scott;Wright;0
223;EM;NULL;Sairaj;Uddin;0
224;EM;NULL;William;Vong;2
225;EM;NULL;Alan;Brewer;0
226;EM;NULL;Brian;LaMee;0
227;EM;NULL;Gary;Altman;0
228;EM;NULL;Christian;Kleinerman;0
229;EM;NULL;Lori;Penor;0
230;EM;NULL;Stuart;Macrae;0
231;EM;NULL;Jo;Berry;0
232;EM;NULL;Pat;Coleman;0
233;EM;NULL;Magnus;Hedlund;0
234;EM;NULL;Laura;Norman;1
235;EM;NULL;Paula;Barreto de Mattos;2
236;EM;NULL;Grant;Culbertson;2
237;EM;NULL;Hao;Chen;0
238;EM;NULL;Vidur;Luthra;0
239;EM;NULL;Mindy;Martin;0
240;EM;NULL;Willis;Johnson;0
241;EM;NULL;David;Liu;0
242;EM;NULL;Deborah;Poe;0
243;EM;NULL;Candy;Spoon;0
244;EM;NULL;Bryan;Walton;0
245;EM;NULL;Barbara;Moreland;0
246;EM;NULL;Dragan;Tomic;1
247;EM;NULL;Janet;Sheperdigian;0
248;EM;NULL;Mike;Seamans;2
249;EM;NULL;Wendy;Kahn;2
250;EM;NULL;Sheela;Word;0
251;EM;NULL;Mikael;Sandberg;2
252;EM;NULL;Arvind;Rao;0
253;EM;NULL;Linda;Meisner;0
254;EM;NULL;Fukiko;Ogisu;0
255;EM;NULL;Gordon;Hee;0
256;EM;NULL;Frank;Pellow;0
257;EM;NULL;Eric;Kurjan;2
258;EM;NULL;Erin;Hagens;0
259;EM;NULL;Ben;Miller;0
260;EM;NULL;Annette;Hill;1
261;EM;NULL;Reinout;Hillmann;2
262;EM;NULL;David;Barber;0
263;EM;NULL;Jean;Trenary;2
264;EM;NULL;Stephanie;Conroy;2
265;EM;NULL;Ashvini;Sharma;1
266;EM;NULL;Peter;Connelly;0
267;EM;NULL;Karen;Berg;0
268;EM;NULL;Ramesh;Meyyappan;1
269;EM;NULL;Dan;Bacon;0
270;EM;NULL;François;Ajenstat;0
271;EM;NULL;Dan;Wilson;0
272;EM;NULL;Janaina;Bueno;0
273;EM;Mr.;Brian;Welcker;0
274;SP;NULL;Stephen;Jiang;0
275;SP;NULL;Michael;Blythe;1
276;SP;NULL;Linda;Mitchell;0
277;SP;NULL;Jillian;Carson;1
278;SP;NULL;Garrett;Vargas;0
279;SP;NULL;Tsvi;Reiter;1
280;SP;NULL;Pamela;Ansman-Wolfe;1
281;SP;NULL;Shu;Ito;2
282;SP;NULL;José;Saraiva;0
283;SP;NULL;David;Campbell;0
284;SP;Mr.;Tete;Mensa-Annan;1
285;SP;Mr.;Syed;Abbas;0
286;SP;NULL;Lynn;Tsoflias;2
287;SP;NULL;Amy;Alberts;1
288;SP;NULL;Rachel;Valdez;0
289;SP;NULL;Jae;Pak;0
290;SP;NULL;Ranjit;Varkey Chudukatil;0
291;SC;Mr.;Gustavo;Achong;2
293;SC;Ms.;Catherine;Abel;1
295;SC;Ms.;Kim;Abercrombie;0
297;SC;Sr.;Humberto;Acevedo;2
299;SC;Sra.;Pilar;Ackerman;0
301;SC;Ms.;Frances;Adams;1
303;SC;Ms.;Margaret;Smith;0
305;SC;Ms.;Carla;Adams;0
307;SC;Mr.;Jay;Adams;1
309;SC;Mr.;Ronald;Adina;0
311;SC;Mr.;Samuel;Agcaoili;0
313;SC;Mr.;James;Aguilar;1
315;SC;Mr.;Robert;Ahlering;0
317;SC;Mr.;François;Ferrier;1
319;SC;Ms.;Kim;Akers;2
321;SC;Ms.;Lili;Alameda;1
323;SC;Ms.;Amy;Alberts;1
325;SC;Ms.;Anna;Albright;1
327;SC;Mr.;Milton;Albury;0
329;SC;Mr.;Paul;Alcorn;1
331;SC;Mr.;Gregory;Alderson;0
333;SC;Mr.;J. Phillip;Alexander;1
335;SC;Ms.;Michelle;Alexander;2
337;SC;Mr.;Sean;Jacobson;2
339;SC;Ms.;Phyllis;Allen;1
341;SC;Mr.;Marvin;Allen;0
343;SC;Mr.;Michael;Allen;2
345;SC;Mr.;Cecil;Allison;0
347;SC;Mr.;Oscar;Alpuerto;1
349;SC;Ms.;Sandra;Altamirano;0
351;SC;Ms.;Selena;Alvarado;0
353;SC;Mr.;Emilio;Alvaro;1
355;SC;Mr.;Maxwell;Amland;0
357;SC;Ms.;Mae;Anderson;0
359;SC;Ms.;Ramona;Antrim;0
361;SC;Ms.;Sabria;Appelbaum;0
363;SC;Ms.;Hannah;Arakawa;0
365;SC;Ms.;Kyley;Arbelaez;1
367;SC;Mr.;Tom;Johnston;1
369;SC;Mr.;Thomas;Armstrong;0
371;SC;Mr.;John;Arthur;0
373;SC;Mr.;Chris;Ashton;1
375;SC;Ms.;Teresa;Atkinson;0
377;SC;Mr.;John;Ault;0
379;SC;Mr.;Robert;Avalos;0
381;SC;Mr.;Stephen;Ayers;0
383;SC;Mr.;Phillip;Bacalzo;0
385;SC;Mr.;Daniel;Blanco;0
387;SC;Mr.;Cory;Booth;1
389;SC;Mr.;James;Bailey;0
391;SC;Mr.;Douglas;Baldwin;0
393;SC;Ms.;Jennifer;Bales;1
395;SC;Mr.;Alberto;Baltazar;0
397;SC;Mr.;Wayne;Banack;2
399;SC;Mr.;Darrell;Banks;2
401;SC;Ms.;Angela;Barbariol;0
403;SC;Mr.;David;Barber;1
405;SC;Mr.;Robert;Barker;0
407;SC;Ms.;Rebecca;Barley;2
409;SC;Ms.;Brenda;Barlow;1
411;SC;Mr.;Josh;Barnhill;0
413;SC;Mr.;Adam;Barr;1
415;SC;Ms.;Norma;Barrera;2
417;SC;NULL;Gytis;Barzdukas;0
419;SC;Mr.;David;Bartness;0
421;SC;Ms.;Karel;Bates;1
423;SC;Sr.;Ciro;Bauer;0
425;SC;Ms.;Glenna;Beanston;0
427;SC;Mr.;Shaun;Beasley;1
429;SC;Mr.;John;Beaver;0
431;SC;Mr.;Christopher;Beck;0
433;SC;Mr.;Bradley;Beck;1
435;SC;Mr.;Benjamin;Becker;0
437;SC;Ms.;Ann;Beebe;0
439;SC;Mr.;Shane;Belli;1
441;SC;Mr.;Stanley;Alan;0
443;SC;Mr.;Mason;Bendixen;0
445;SC;Mr.;John;Bennetts;0
447;SC;Mr.;Ido;Ben-Sachar;0
449;SC;Ms.;Edna;Benson;0
451;SC;Mr.;Payton;Benson;0
453;SC;Mr.;Max;Benson;0
455;SC;Mr.;Scot;Bent;0
457;SC;Mr.;Richard;Bentley;0
459;SC;Ms.;Marian;Berch;0
461;SC;Ms.;Karen;Berge;1
463;SC;Mr.;Alexander;Berger;1
465;SC;Mr.;John;Berger;0
467;SC;Ms.;Kris;Bergin;0
469;SC;NULL;Andreas;Berglund;0
471;SC;Mr.;Robert;Bernacchi;1
473;SC;Mr.;Matthias;Berndt;1
475;SC;NULL;John;Berry;0
477;SC;Mr.;Steven;Brown;0
479;SC;Mr.;Chris;Bidelman;0
481;SC;Ms.;Mary;Billstrom;1
483;SC;Mr.;Jimmy;Bischoff;1
485;SC;Mr.;Mary;Bishop;0
487;SC;Ms.;Mae;Black;2
489;SC;Ms.;Jackie;Blackwell;1
491;SC;Mr.;Donald;Blanton;0
493;SC;Ms.;Linda;Burnett;2
495;SC;Mr.;Michael;Blythe;0
497;SC;Ms.;Gabriel;Bockenkamp;0
499;SC;Mr.;Michael;Bohling;1
501;SC;Ms.;Corinna;Bolender;0
503;SC;Sr.;Luis;Bonifaz;2
505;SC;Mr.;Randall;Boseman;2
507;SC;Ms.;Stephanie;Bourne;0
509;SC;Mr.;Eli;Bowen;1
511;SC;Mr.;Lester;Bowman;0
513;SC;Mr.;David;Bradley;1
515;SC;Mr.;Cornelius;Brandon;0
517;SC;Mr.;Richard;Bready;0
519;SC;Ms.;Sara;Breer;0
521;SC;Mr.;Ted;Bremer;1
523;SC;Mr.;Alan;Brewer;1
525;SC;Mr.;Walter;Brian;1
527;SC;Mr.;Christopher;Bright;0
529;SC;Ms.;Carol;Brink;0
531;SC;Mr.;David;Brink;1
533;SC;Mr.;John;Brooks;0
535;SC;Mr.;Willie;Brooks;2
537;SC;Ms.;Carolee;Brown;0
539;SC;Mr.;Jo;Brown;1
541;SC;Mr.;Robert;Brown;0
543;SC;Mr.;Kevin;Browne;1
545;SC;Ms.;Mary;Browning;1
547;SC;Mr.;Dave;Browning;0
549;SC;Ms.;Bridget;Browqett;1
551;SC;Mr.;Eric;Brumfield;0
553;SC;Mr.;Dick;Brummer;0
555;SC;Mr.;Michael;Brundage;0
557;SC;Ms.;Shirley;Bruner;2
559;SC;Ms.;June;Brunner;0
561;SC;Mr.;Dirk;Bruno;0
563;SC;Ms.;Nancy;Buchanan;0
565;SC;Sra.;Janaina Barreiro Gambaro;Bueno;1
567;SC;Mr.;Edward;Buensalido;0
569;SC;Ms.;Megan;Burke;2
571;SC;Ms.;Ingrid;Burkhardt;0
573;SC;Ms.;Karren;Burkhardt;0
575;SC;Mr.;Ovidiu;Burlacu;0
577;SC;Ms.;Dana;Burnell;0
579;SC;Mr.;Timothy;Burnett;2
581;SC;Mr.;Stephen;Burton;0
583;SC;Ms.;Deanna;Buskirk;1
585;SC;Mr.;Jared;Bustamante;0
587;SC;Mr.;Richard;Byham;2
589;SC;Mr.;David;Byrnes;1
591;SC;Mr.;Ryan;Calafato;1
593;SC;Ms.;Sylvia;Caldwell;1
595;SC;Ms.;Mari;Caldwell;2
597;SC;Ms.;Barbara;Calone;0
599;SC;Ms.;Lindsey;Camacho;0
601;SC;Sr.;Gustavo;Camargo;0
603;SC;Ms.;DeeDee;Cameron;1
605;SC;Ms.;Deborah;Lee;0
607;SC;Ms.;Joan;Campbell;0
609;SC;Mr.;David;Campbell;2
611;SC;Mr.;Henry;Campen;2
613;SC;Mr.;Chris;Cannon;0
615;SC;Mr.;Joseph;Cantoni;0
617;SC;Ms.;Suzana De Abreu;Canuto;2
619;SC;Mr.;Jun;Cao;0
621;SC;Mr.;Johnny;Caprio;0
623;SC;Mr.;Richard;Carey;1
625;SC;Mr.;Carlton;Carlisle;0
627;SC;Mr.;Ty Loren;Carlson;0
629;SC;Ms.;Jane;Carmichael;1
631;SC;Ms.;Jovita;Carmody;0
633;SC;Mr.;Steve;Carnes;2
635;SC;Mr.;Fernando;Caro;1
637;SC;Mr.;Rob;Caron;0
639;SC;Mr.;Andy;Carothers;0
641;SC;Ms.;Donna;Carreras;1
643;SC;Ms.;Rosmarie;Carroll;0
645;SC;Mr.;Matthew;Carroll;0
647;SC;Mr.;Joseph;Castellucio;2
649;SC;Ms.;Pamela;Carlson;2
651;SC;Mr.;Raul;Casts;0
653;SC;Ms.;Elizabeth;Catalano;0
655;SC;Mr.;Matthew;Cavallari;0
657;SC;Ms.;Brigid;Cavendish;1
659;SC;Mr.;Andrew;Cencini;0
661;SC;Ms.;Stacey;Cereghino;1
663;SC;Mr.;Baris;Cetinok;1
665;SC;Mr.;Sean;Chai;0
667;SC;Mr.;Pat;Chambers;0
669;SC;Mr.;Forrest;Chandler;1
671;SC;Mr.;Lee;Chapla;2
673;SC;Mr.;Greg;Chapman;0
675;SC;Mr.;Neil;Charney;2
677;SC;Mr.;Hao;Chen;1
679;SC;Mr.;John;Chen;1
681;SC;Mr.;Pei;Chow;0
683;SC;Mr.;Yao-Qiang;Cheng;1
685;SC;Ms.;Nicky;Chesnut;2
687;SC;Ms.;Susan;Chestnut;0
689;SC;Mr.;Martin;Chisholm;0
691;SC;Mr.;Mike;Choi;0
693;SC;Ms.;Ruth;Choin;0
695;SC;Mr.;Anthony;Chor;1
697;SC;Mr.;Charles;Christensen;2
699;SC;Ms.;Jill;Christie;0
701;SC;Ms.;Alice;Clark;1
703;SC;Ms.;Gina;Clark;2
705;SC;Mr.;James;Clark;2
707;SC;Ms.;Jane;Clayton;0
709;SC;Ms.;Kristine;Cleary;2
711;SC;Ms.;Teanna;Cobb;2
713;SC;Ms.;Connie;Coffman;0
715;SC;Ms.;Jeanette;Cole;2
717;SC;Mr.;Eric;Coleman;0
719;SC;Mr.;Pat;Coleman;0
721;SC;Mr.;Takiko;Collins;0
723;SC;Mr.;John;Colon;0
725;SC;Mr.;Scott;Colvin;2
727;SC;Mr.;Aaron;Con;0
729;SC;Mr.;Peter;Connelly;0
731;SC;Mr.;William;Conner;0
733;SC;Ms.;Stephanie;Conroy;0
735;SC;Ms.;Amy;Consentino;0
737;SC;Ms.;Dorothy;Contreras;0
739;SC;Mr.;Patrick;Cook;0
741;SC;Mr.;Scott;Cooper;0
743;SC;Ms.;Eva;Corets;1
745;SC;Mr.;Marlin;Coriell;0
747;SC;Mr.;Ryan;Cornelsen;2
749;SC;Mr.;Bruno;Costa Da Silva;1
751;SC;Ms.;Pamela;Cox;1
753;SC;Mr.;Jack;Creasey;2
755;SC;Ms.;Sharon;Crow;2
757;SC;Ms.;Shelley;Crow;0
759;SC;Mr.;Grant;Culbertson;0
761;SC;Mr.;Scott;Culp;0
763;SC;Mr.;Conor;Cunningham;0
765;SC;Mr.;Jose;Curry;0
767;SC;Mr.;Thierry;D'Hers;0
769;SC;Mr.;Ryan;Danner;2
771;SC;Mr.;Mike;Danseglio;0
773;SC;Ms.;Megan;Davis;0
775;SC;Sr.;Alvaro;De Matos Miranda Filho;1
777;SC;Mr.;Jose;De Oliveira;2
779;SC;Mr.;Jacob;Dean;1
781;SC;Mr.;Alexander;Deborde;0
783;SC;Ms.;Barbara;Decker;0
785;SC;Mr.;Kirk;DeGrasse;0
787;SC;Ms.;Aidan;Delaney;0
789;SC;Mr.;Stefan;Delmarco;2
791;SC;Mr.;Shawn;Demicell;2
793;SC;Ms.;Della;Demott Jr;0
795;SC;Mr.;Bruno;Deniut;2
797;SC;Ms.;Helen;Dennis;2
799;SC;Mr.;Prashanth;Desai;2
801;SC;Ms.;Bev;Desalvo;1
803;SC;Ms.;Brenda;Diaz;0
805;SC;Ms.;Gabriele;Dickmann;0
807;SC;Ms.;Holly;Dickson;0
809;SC;Mr.;Dick;Dievendorff;2
811;SC;Mr.;Rudolph;Dillon;0
813;SC;Mr.;Andrew;Dixon;0
815;SC;Mr.;Blaine;Dockter;1
817;SC;Ms.;Cindy;Dodd;2
819;SC;Mr.;John;Donovan;1
821;SC;Ms.;Patricia;Doyle;0
823;SC;Mr.;Gerald;Drury;0
825;SC;Mr.;Gary;Drury;1
827;SC;Mr.;Reuben;D'sa;0
829;SC;Mr.;Ed;Dudenhoefer;0
831;SC;Mr.;Bernard;Duerr;0
833;SC;Ms.;Tish;Duff;2
835;SC;Sr.;Adrian;Dumitrascu;0
837;SC;Mr.;Bart;Duncan;1
839;SC;Mr.;Maciej;Dusza;1
841;SC;Ms.;Shelley;Dyck;0
843;SC;Ms.;Linda;Ecoffey;2
845;SC;Ms.;Carla;Eldridge;0
847;SC;Ms.;Carol;Elliott;2
849;SC;Ms.;Shannon;Elliott;0
851;SC;Ms.;Jauna;Elson;1
853;SC;Mr.;Michael;Emanuel;0
855;SC;Mr.;Terry;Eminhizer;0
857;SC;Mr.;John;Emory;1
859;SC;Ms.;Gail;Erickson;1
861;SC;Mr.;Mark;Erickson;2
863;SC;Ms.;Martha;Espinoza;1
865;SC;Ms.;Julie;Estes;2
867;SC;Sra.;Janeth;Esteves;1
869;SC;Ms.;Twanna;Evans;2
871;SC;Ms.;Ann;Evans;1
873;SC;Mr.;John;Evans;0
875;SC;Mr.;Marc;Faeber;0
877;SC;Mr.;Fadi;Fakhouri;0
879;SC;Ms.;Carolyn;Farino;2
881;SC;Ms.;Geri;Farrell;1
883;SC;Ms.;Hanying;Feng;0
885;SC;Ms.;Rhoda;Finley;0
887;SC;Mr.;Duane;Fitzgerald;1
889;SC;Mr.;James;Fine;0
891;SC;Ms.;Kathie;Flood;0
893;SC;Mr.;Jay;Fluegel;0
895;SC;Ms.;Kelly;Focht;1
897;SC;Mr.;Jeffrey;Ford;0
899;SC;Mr.;Garth;Fort;0
901;SC;Ms.;Dorothy;Fox;2
903;SC;Ms.;Judith;Frazier;0
905;SC;Mr.;John;Fredericksen;0
907;SC;Ms.;Susan;French;0
909;SC;Mr.;Liam;Friedland;0
911;SC;Mr.;Mihail;Frintu;0
913;SC;Mr.;John;Ford;2
915;SC;Mr.;Paul;Fulton;2
917;SC;Mr.;Don;Funk;2
919;SC;Mr.;Bob;Gage;1
921;SC;Ms.;Aldeen;Gallagher;2
923;SC;Mr.;Michael;Galos;0
925;SC;Mr.;Jon;Ganio;1
927;SC;Ms.;Kathleen;Garza;2
929;SC;Mr.;Dominic;Gash;0
931;SC;Ms.;Janet;Gates;0
933;SC;Mr.;Orlando;Gee;0
935;SC;Mr.;Darren;Gehring;1
937;SC;Mr.;Jim;Geist;0
939;SC;Ms.;Barbara;German;0
941;SC;Mr.;Tom;Getzinger;0
943;SC;Mr.;Leo;Giakoumakis;1
945;SC;Mr.;Cornett;Gibbens;1
947;SC;Mr.;Frances;Giglio;2
949;SC;Mr.;Guy;Gilbert;0
951;SC;Ms.;Janet;Gilliat;0
953;SC;Ms.;Mary;Gimmi;0
955;SC;Mr.;David;Givens;0
957;SC;Ms.;Jeanie;Glenn;2
959;SC;Ms.;Diane;Glimp;0
961;SC;Mr.;James;Glynn;0
963;SC;Mr.;Scott;Gode;0
965;SC;Mr.;Mete;Goktepe;2
967;SC;Mr.;Jossef;Goldberg;0
969;SC;Mr.;Brian;Goldstein;0
971;SC;Ms.;Lynn;Gonzales;0
973;SC;Ms.;Linda;Gonzales;0
975;SC;Ms.;Abigail;Gonzalez;0
977;SC;Mr.;Michael;Graff;2
979;SC;Mr.;Derek;Graham;0
981;SC;Mr.;Lowell;Graham;1
983;SC;Mr.;Jon;Grande;1
985;SC;Ms.;Jane;Greer;1
987;SC;Mr.;Geoff;Grisso;1
989;SC;Mr.;Douglas;Groncki;1
991;SC;Mr.;Brian;Groth;1
993;SC;Ms.;Faith;Gustafson;1
995;SC;Mr.;Greg;Harrison;0
997;SC;Ms.;Hattie;Haemon;0
999;SC;Mr.;Matthew;Hagemann;0
1001;SC;Ms.;Erin;Hagens;0
1003;SC;Ms.;Betty;Haines;2
1005;SC;Ms.;Karen;Hall;0
1007;SC;Mr.;Don;Hall;1
1009;SC;Mr.;Bryan;Hamilton;0
1011;SC;Mr.;James;Hamilton;0
1013;SC;Mr.;Kerim;Hanif;0
1015;SC;Ms.;Jean;Handley;2
1017;SC;Mr.;Mark;Hanson;0
1019;SC;Mr.;William;Hapke;2
1021;SC;Ms.;Katherine;Harding;2
1023;SC;Ms.;Kimberly;Harrington;1
1025;SC;Mr.;Lucy;Harrington;0
1027;SC;Mr.;Keith;Harris;2
1029;SC;Ms.;Doris;Hartwig;0
